post_code,area,contract_date,settlement_date,purchase_price,nature_of_property,primary_purpose,year
2365,732.6,04/10/2012,05/04/2012,220000,R,RESIDENCE,2012
2810,56.37,04/05/2012,05/03/2012,201000,V,VACANT LAND,2012
2810,203.0,03/06/2012,05/09/2012,180000,R,RESIDENCE,2012
2845,644.3,04/10/2012,05/04/2012,342000,R,RESIDENCE,2012
2141,141.1,04/02/2012,05/09/2012,395000,R,RESIDENCE,2012
2204,,04/02/2012,05/07/2012,457000,R,RESIDENCE,2012
2042,120.1,04/05/2012,05/08/2012,675000,R,RESIDENCE,2012
2048,221.31,04/05/2012,05/10/2012,849000,R,RESIDENCE,2012
2044,290.2,02/07/2012,02/07/2012,170000,R,RESIDENCE,2012
2203,,03/01/2012,04/12/2012,467500,R,RESIDENCE,2012
2444,,04/12/2012,05/11/2012,250000,R,RESIDENCE,2012
2446,6228.0,04/12/2012,05/10/2012,120000,V,VACANT LAND,2012
2446,4147.0,04/11/2012,04/11/2012,110000,V,VACANT LAND,2012
2443,733.5,04/04/2012,05/07/2012,370000,R,RESIDENCE,2012
2439,41.08,10/02/2012,10/02/2012,300000,3,FARM,2012
2444,,04/04/2012,05/09/2012,189900,R,RESIDENCE,2012
2445,630.0,04/05/2012,05/03/2012,350000,R,RESIDENCE,2012
2730,60.5,12/07/2012,05/11/2012,800000,3,RES & RURAL,2012
2400,735.8,04/11/2012,04/11/2012,132000,R,RESIDENCE,2012
2409,1941.0,05/01/2012,05/03/2012,128000,R,RESIDENCE,2012
2877,639.34,07/01/2012,07/01/2012,750000,3,FARM,2012
2877,1031.49,07/01/2012,07/01/2012,750000,3,FARM,2012
2873,1598.0,04/05/2012,04/05/2012,1193546,3,FARM/RURAL,2012
2873,172.0,03/07/2012,04/04/2012,243966,3,RURAL,2012
2873,504.4,03/07/2012,04/04/2012,243966,3,RURAL,2012
2478,650.1,04/02/2012,05/07/2012,400000,R,RESIDENCE,2012
2477,1141.0,04/05/2012,05/11/2012,485000,R,RESIDENCE,2012
2477,4.228,04/04/2012,05/07/2012,560000,R,RESIDENCE,2012
2478,,04/11/2012,05/09/2012,362500,R,RESIDENCE,2012
2460,626.0,04/03/2012,05/08/2012,126500,R,RESIDENCE,2012
2460,2023.0,05/04/2012,05/04/2012,187500,R,RESIDENCE,2012
2460,,05/04/2012,05/04/2012,150000,3,PT LOT 10 ONLY - BDY,2012
2077,1454.0,05/03/2012,05/03/2012,360000,R,RESIDENCE,2012
2077,929.5,04/05/2012,05/10/2012,715000,R,RESIDENCE,2012
2077,632.3,02/07/2012,04/11/2012,755000,R,RESIDENCE,2012
2120,,04/10/2012,05/08/2012,366000,3,COMMERCIAL,2012
2077,,04/02/2012,05/10/2012,490000,R,RESIDENCE,2012
2261,538.5,09/07/2012,11/02/2012,326000,R,RESIDENCE,2012
2263,746.1,03/01/2012,04/05/2012,1480000,R,RESIDENCE,2012
2259,739.8,04/05/2012,05/01/2012,220000,R,RESIDENCE,2012
2259,670.3,04/02/2012,05/02/2012,315000,R,RESIDENCE,2012
2259,622.8,04/05/2012,05/11/2012,435000,R,RESIDENCE,2012
2259,531.6,03/07/2012,04/04/2012,474000,R,RESIDENCE,2012
2258,,04/12/2012,05/11/2012,349950,R,RESIDENCE,2012
2430,1.0,04/04/2012,05/09/2012,515000,R,RESIDENCE,2012
2430,2275.0,04/11/2012,05/08/2012,252000,R,RESIDENCE,2012
2430,739.7,04/10/2012,05/04/2012,278000,R,RESIDENCE,2012
2430,645.0,04/04/2012,05/03/2012,238000,R,RESIDENCE,2012
2580,550.1,04/04/2012,05/04/2012,300000,R,RESIDENCE,2012
2580,828.3,04/04/2012,05/04/2012,300000,R,RESIDENCE,2012
2580,2.0,04/03/2012,05/04/2012,400000,R,RESIDENCE,2012
2580,679.8,04/10/2012,05/07/2012,970000,R,RESIDENCE,2012
2579,1380.0,03/04/2012,05/07/2012,150000,V,VACANT LAND,2012
2580,767.9,04/11/2012,05/09/2012,145000,V,VACANT LAND,2012
2325,1012.0,04/11/2012,05/04/2012,120000,V,VACANT LAND,2012
2335,,04/04/2012,05/02/2012,268000,3,HOME UNIT,2012
2326,404.5,04/05/2012,05/10/2012,320000,R,RESIDENCE,2012
2325,311.8,04/04/2012,05/03/2012,255000,R,RESIDENCE,2012
2325,,02/06/2012,05/04/2012,295000,R,RESIDENCE,2012
2325,,07/04/2012,05/09/2012,276500,R,RESIDENCE,2012
2546,762.9,04/12/2012,05/07/2012,120000,V,VACANT LAND,2012
2546,556.4,12/09/2012,05/11/2012,235000,R,RESIDENCE,2012
2536,,04/04/2012,05/02/2012,268000,3,HOME UNIT,2012
2354,225.3,04/03/2012,05/08/2012,1352533,3,LAND,2012
2483,752.2,04/11/2012,05/11/2012,438000,R,RESIDENCE,2012
2480,4047.0,02/10/2012,03/01/2012,460000,3,HOUSE,2012
2483,796.7,05/11/2012,05/11/2012,250000,R,RESIDENCE,2012
2627,1296.0,04/05/2012,05/11/2012,445000,R,RESIDENCE,2012
2155,544.2,02/08/2012,05/08/2012,450000,V,VACANT LAND,2012
2156,2.0,03/09/2012,05/11/2012,1275000,R,RESIDENCE,2012
2153,698.0,05/12/2012,05/12/2012,1685000,3,COMMERCIAL,2012
2153,595.5,05/11/2012,05/11/2012,1200000,3,COMMERCIAL,2012
2125,928.4,03/06/2012,05/03/2012,920000,R,RESIDENCE,2012
2154,695.6,04/03/2012,05/09/2012,626000,R,RESIDENCE,2012
2155,466.2,02/07/2012,05/11/2012,675000,R,RESIDENCE,2012
2153,695.6,04/03/2012,05/09/2012,610372,R,RESIDENCE,2012
2156,2.168,05/04/2012,05/04/2012,1400000,R,RESIDENCE,2012
2154,,02/04/2012,05/07/2012,506000,R,RESIDENCE,2012
2194,,10/03/2012,11/08/2012,350000,R,RESIDENCE,2012
2192,487.72,03/05/2012,05/09/2012,595000,R,RESIDENCE,2012
2196,549.0,04/05/2012,05/11/2012,712500,R,RESIDENCE,2012
2160,715.37,02/09/2012,05/09/2012,460000,R,RESIDENCE,2012
2160,910.5,03/05/2012,05/04/2012,592500,R,RESIDENCE,2012
2145,,04/04/2012,05/11/2012,381000,R,RESIDENCE,2012
2145,274.3,03/09/2012,05/02/2012,500000,R,RESIDENCE,2012
2200,133.0,04/05/2012,05/10/2012,316000,R,RESIDENCE,2012
2190,520.15,05/01/2012,05/08/2012,190000,R,RESIDENCE,2012
2190,613.11,03/03/2012,05/11/2012,485000,R,RESIDENCE,2012
2190,588.1,03/10/2012,05/09/2012,617500,R,RESIDENCE,2012
2200,267.0,02/01/2012,05/09/2012,456000,R,RESIDENCE,2012
2162,794.98,02/08/2012,05/08/2012,537000,R,RESIDENCE,2012
2213,276.8,05/03/2012,05/07/2012,635000,R,RESIDENCE,2012
2212,358.2,03/09/2012,05/04/2012,663000,R,RESIDENCE,2012
2647,1273.0,03/10/2012,04/04/2012,186000,R,RESIDENCE,2012
2646,999.5,03/01/2012,05/10/2012,120000,V,VACANT LAND,2012
2880,1012.0,04/02/2012,05/10/2012,165000,R,RESIDENCE,2012
2800,43.94,04/05/2012,05/04/2012,570000,3,FARMLAND,2012
2800,1.716,04/11/2012,05/03/2012,365000,R,RESIDENCE,2012
2866,1003.0,04/05/2012,05/08/2012,162500,R,RESIDENCE,2012
2027,269.6,04/11/2012,05/09/2012,920000,R,RESIDENCE,2012
2041,271.9,03/03/2012,05/09/2012,1691000,R,RESIDENCE,2012
2040,348.39,05/01/2012,05/01/2012,183750,R,RESIDENCE,2012
2041,184.7,05/05/2012,05/05/2012,967000,R,RESIDENCE,2012
2040,227.6,03/10/2012,05/09/2012,865000,R,RESIDENCE,2012
2040,,02/02/2012,03/09/2012,540000,3,SHOP,2012
2039,,02/10/2012,05/11/2012,1310000,R,RESIDENCE,2012
2027,,10/11/2012,11/08/2012,522000,R,RESIDENCE,2012
2027,,10/11/2012,11/08/2012,522000,R,RESIDENCE,2012
2023,,06/09/2012,11/10/2012,3465000,R,RESIDENCE,2012
2041,,11/04/2012,12/07/2012,410000,R,RESIDENCE,2012
2040,2370.8,08/04/2012,12/02/2012,4400000,3,FACTORY,2012
2190,520.15,10/12/2012,12/09/2012,310000,R,RESIDENCE,2012
2211,954.8,02/07/2012,04/04/2012,662000,R,RESIDENCE,2012
2213,459.9,04/11/2012,10/11/2012,865000,R,RESIDENCE,2012
2190,342.8,11/08/2012,12/09/2012,540000,R,RESIDENCE,2012
2162,550.1,10/07/2012,12/05/2012,760000,R,RESIDENCE,2012
2192,644.9,06/07/2012,08/03/2012,720000,R,RESIDENCE,2012
2145,,11/02/2012,12/12/2012,375000,R,RESIDENCE,2012
2160,556.4,11/02/2012,12/05/2012,450000,R,RESIDENCE,2012
2142,,11/10/2012,12/02/2012,367000,R,RESIDENCE,2012
2145,269.9,11/11/2012,12/09/2012,512000,R,RESIDENCE,2012
2647,572.1,12/08/2012,01/11/2012,226000,R,RESIDENCE,2012
2420,266.94,10/07/2012,12/07/2012,1705000,R,RESIDENCE,2012
2155,598.9,11/04/2012,12/09/2012,710000,R,RESIDENCE,2012
2117,,07/11/2012,08/03/2012,280000,R,RESIDENCE,2012
2157,2.023,07/09/2012,01/03/2012,1600000,R,RESIDENCE,2012
2354,1108.4,06/06/2012,12/06/2012,654965,3,GRAZING LAND,2012
2388,1.981,06/10/2012,06/10/2012,528000,3,RURAL,2012
2430,714.5,11/07/2012,12/07/2012,215000,R,RESIDENCE,2012
2430,640.0,12/02/2012,01/04/2012,261000,R,RESIDENCE,2012
2261,771.5,10/08/2012,12/01/2012,405000,R,RESIDENCE,2012
2259,,10/06/2012,12/12/2012,242500,R,RESIDENCE,2012
2077,,11/03/2012,12/12/2012,635000,R,RESIDENCE,2012
2154,750.7,10/12/2012,12/09/2012,800000,R,RESIDENCE,2012
2082,578.1,12/01/2012,12/01/2012,300000,R,RESIDENCE,2012
2077,1107.0,10/11/2012,12/06/2012,580000,3,HOUSE,2012
2460,667.2,11/02/2012,12/12/2012,150000,R,RESIDENCE,2012
2536,696.4,11/07/2012,12/08/2012,145000,V,VACANT LAND,2012
2327,897.0,11/03/2012,12/08/2012,325000,R,RESIDENCE,2012
2327,,11/03/2012,12/12/2012,243000,R,RESIDENCE,2012
2580,132.7,11/11/2012,12/08/2012,415000,3,FARM/RURAL,2012
2669,608.431,10/12/2012,12/01/2012,593869,3,FARM,2012
2478,,11/07/2012,12/01/2012,300000,3,HOME UNIT,2012
2478,,11/02/2012,12/12/2012,440000,R,RESIDENCE,2012
2477,622.4,07/06/2012,12/12/2012,195000,V,VACANT LAND,2012
2477,691.5,06/03/2012,12/12/2012,265000,V,VACANT LAND,2012
2444,711.0,11/07/2012,12/09/2012,449000,R,RESIDENCE,2012
2444,476.9,11/04/2012,12/07/2012,298000,R,RESIDENCE,2012
2380,745.3,09/02/2012,12/01/2012,405000,R,RESIDENCE,2012
2204,,11/05/2012,12/12/2012,475000,R,RESIDENCE,2012
2204,215.0,09/08/2012,09/08/2012,650000,3,FACTORY,2012
2042,223.0,10/12/2012,12/12/2012,767000,R,RESIDENCE,2012
2720,1353.0,10/05/2012,11/04/2012,490000,R,RESIDENCE,2012
2141,,11/11/2012,12/07/2012,430000,R,RESIDENCE,2012
2485,,10/06/2012,11/11/2012,490000,R,RESIDENCE,2012
2489,660.8,10/07/2012,11/07/2012,530000,R,RESIDENCE,2012
2489,880.4,10/11/2012,12/12/2012,575000,R,RESIDENCE,2012
2074,1606.0,11/04/2012,12/08/2012,1140000,R,RESIDENCE,2012
2072,1227.0,11/04/2012,12/09/2012,1450000,R,RESIDENCE,2012
2330,484.43,12/01/2012,12/01/2012,200000,R,RESIDENCE,2012
2747,629.0,11/07/2012,12/12/2012,330000,R,RESIDENCE,2012
2759,670.5,10/10/2012,12/06/2012,420000,R,RESIDENCE,2012
2759,629.0,09/11/2012,12/12/2012,560000,R,RESIDENCE,2012
2641,824.15,11/04/2012,12/12/2012,270000,R,RESIDENCE,2012
2671,8582.8,10/11/2012,11/11/2012,250000,R,RESIDENCE,2012
2671,8.094,11/08/2012,12/09/2012,420000,R,RESIDENCE,2012
2576,1220.0,11/09/2012,12/08/2012,775000,R,RESIDENCE,2012
2680,1050.0,11/08/2012,12/06/2012,206000,R,RESIDENCE,2012
2650,815.9,11/04/2012,11/05/2012,325000,R,RESIDENCE,2012
2650,1012.0,11/09/2012,12/07/2012,280000,R,RESIDENCE,2012
2541,663.9,11/04/2012,12/05/2012,240000,R,RESIDENCE,2012
2540,630.8,11/04/2012,12/05/2012,255000,R,RESIDENCE,2012
2541,1220.0,11/09/2012,12/05/2012,318500,R,RESIDENCE,2012
2540,,10/06/2012,11/10/2012,154000,3,FACTORY UNIT,2012
2539,,11/09/2012,12/07/2012,315000,R,RESIDENCE,2012
2541,,11/11/2012,12/01/2012,215000,R,RESIDENCE,2012
2540,2.025,09/12/2012,12/08/2012,620000,R,RESIDENCE,2012
2786,7442.0,10/08/2012,12/08/2012,331000,R,RESIDENCE,2012
2632,951.0,11/04/2012,12/02/2012,130000,R,RESIDENCE,2012
2142,,11/01/2012,12/08/2012,295000,R,RESIDENCE,2012
2162,,10/04/2012,12/01/2012,605000,R,RESIDENCE,2012
2146,835.2,11/12/2012,12/09/2012,465100,R,RESIDENCE,2012
2118,1062.0,11/08/2012,01/06/2012,1100000,R,RESIDENCE,2012
2151,,11/02/2012,12/07/2012,415000,R,RESIDENCE,2012
2145,109.0,11/10/2012,12/02/2012,408000,R,RESIDENCE,2012
2620,562.7,11/11/2012,12/02/2012,335000,R,RESIDENCE,2012
2620,464.5,11/10/2012,12/02/2012,505000,R,RESIDENCE,2012
2284,651.1,11/04/2012,12/07/2012,292500,R,RESIDENCE,2012
2285,859.5,02/08/2012,03/10/2012,165000,V,VACANT LAND,2012
2285,600.7,11/07/2012,12/12/2012,307500,R,RESIDENCE,2012
2290,1105.0,10/04/2012,12/12/2012,205000,R,RESIDENCE,2012
2283,404.7,11/10/2012,12/09/2012,251000,R,RESIDENCE,2012
2069,1291.29,11/02/2012,12/01/2012,1188000,R,RESIDENCE,2012
2567,565.8,11/08/2012,12/09/2012,340000,R,RESIDENCE,2012
2529,640.8,10/06/2012,11/10/2012,265000,V,VACANT LAND,2012
2529,1991.8,11/07/2012,12/12/2012,435000,V,VACANT LAND,2012
2571,10.12,09/09/2012,12/09/2012,920000,R,RESIDENCE,2012
2571,,11/07/2012,12/02/2012,208000,R,RESIDENCE,2012
2350,,12/02/2012,12/02/2012,205000,3,UNIT,2012
2675,7251.0,07/12/2012,09/05/2012,1191000,3,FARM,2012
2675,3946.0,07/12/2012,09/05/2012,1191000,3,FARM,2012
2103,,11/11/2012,12/09/2012,400000,R,RESIDENCE,2012
2320,569.2,06/10/2012,12/09/2012,453180,R,RESIDENCE,2012
2320,427.8,07/12/2012,12/12/2012,375000,3,,2012
2323,1444.81,11/07/2012,12/12/2012,224000,R,RESIDENCE,2012
2321,680.1,08/11/2012,09/12/2012,183000,R,RESIDENCE,2012
2089,696.77,10/08/2012,12/02/2012,2310000,R,RESIDENCE,2012
2062,336.81,10/07/2012,11/04/2012,1490000,R,RESIDENCE,2012
2065,,10/07/2012,12/09/2012,670000,R,RESIDENCE,2012
2317,771.4,10/04/2012,11/04/2012,575000,3,,2012
2318,5650.0,11/08/2012,12/07/2012,500000,R,RESIDENCE,2012
2715,6033.0,07/01/2012,07/01/2012,3600000,3,FARM/RURAL,2012
2480,2.0,04/05/2012,05/03/2012,552000,R,RESIDENCE,2012
2480,10.92,10/10/2012,10/10/2012,202500,V,VACANT LAND,2012
2428,726.1,11/02/2012,11/02/2012,233333,R,RESIDENCE,2012
2428,543.8,12/05/2012,12/08/2012,2350000,R,RESIDENCE,2012
2112,,10/08/2012,12/01/2012,405000,3,HOME UNIT,2012
2114,,11/01/2012,12/02/2012,265000,3,HOME UNIT,2012
2300,,10/06/2012,12/09/2012,325000,R,RESIDENCE,2012
2300,,09/07/2012,11/07/2012,1115000,R,RESIDENCE,2012
2292,297.2,08/02/2012,09/06/2012,311000,R,RESIDENCE,2012
2304,,11/12/2012,11/12/2012,165000,3,INDUSTRIAL,2012
2305,607.0,11/10/2012,12/09/2012,400000,R,RESIDENCE,2012
2291,569.1,11/04/2012,12/09/2012,585000,R,RESIDENCE,2012
2287,667.7,11/07/2012,12/12/2012,355000,R,RESIDENCE,2012
2222,518.5,10/04/2012,12/09/2012,1680000,R,RESIDENCE,2012
2795,,11/04/2012,12/06/2012,163500,R,RESIDENCE,2012
2795,2023.0,12/08/2012,12/08/2012,110000,V,VACANT LAND,2012
2769,450.0,10/12/2012,12/06/2012,580000,R,RESIDENCE,2012
2761,601.9,12/06/2012,01/05/2012,373000,R,RESIDENCE,2012
2148,,11/01/2012,12/06/2012,370000,R,RESIDENCE,2012
2519,1011.834,08/10/2012,12/12/2012,530000,R,RESIDENCE,2012
2506,562.8,11/09/2012,12/12/2012,231000,R,RESIDENCE,2012
2500,,06/09/2012,12/05/2012,944000,R,RESIDENCE,2012
2715,52373.25,07/01/2012,07/01/2012,3600000,3,FARM/RURAL,2012
2452,707.5,11/10/2012,12/08/2012,480000,R,RESIDENCE,2012
2452,505.9,11/11/2012,12/09/2012,360000,R,RESIDENCE,2012
2450,703.7,12/01/2012,12/09/2012,127000,V,VACANT LAND,2012
2450,697.9,10/12/2012,12/05/2012,349000,R,RESIDENCE,2012
2170,,11/10/2012,12/03/2012,250000,R,RESIDENCE,2012
2170,,10/04/2012,12/06/2012,350000,R,RESIDENCE,2012
2168,652.7,09/12/2012,11/02/2012,390000,R,RESIDENCE,2012
2168,588.1,10/06/2012,12/10/2012,340000,R,RESIDENCE,2012
2168,733.5,12/05/2012,09/05/2012,340300,R,RESIDENCE,2012
2170,300.0,05/09/2012,12/08/2012,265000,V,VACANT LAND,2012
2793,10.79,11/07/2012,12/02/2012,160000,R,RESIDENCE,2012
2340,640.1,11/04/2012,12/02/2012,270000,R,RESIDENCE,2012
2340,5568.0,11/02/2012,12/12/2012,740000,R,RESIDENCE,2012
2340,743.2,11/02/2012,12/05/2012,270000,R,RESIDENCE,2012
2622,48.57,10/06/2012,12/12/2012,705000,3,FARM/RURAL,2012
2026,,10/01/2012,12/12/2012,740000,R,RESIDENCE,2012
2026,,10/01/2012,12/12/2012,740000,R,RESIDENCE,2012
2024,,09/10/2012,12/01/2012,330000,R,RESIDENCE,2012
2022,240.3,11/11/2012,12/12/2012,1230000,R,RESIDENCE,2012
2030,,11/08/2012,12/06/2012,737000,R,RESIDENCE,2012
2030,,10/10/2012,01/05/2012,832250,R,RESIDENCE,2012
2029,,11/06/2012,12/08/2012,770000,R,RESIDENCE,2012
2029,,11/06/2012,12/08/2012,770000,R,RESIDENCE,2012
2009,,11/04/2012,12/06/2012,340000,3,HOME UNIT,2012
2043,1195.0,10/11/2012,12/06/2012,4250000,3,COMMERCIAL,2012
2000,,08/08/2012,11/09/2012,1450000,3,COMMERCIAL,2012
2000,,08/08/2012,12/02/2012,1700000,3,COMMERCIAL,2012
2000,,02/05/2012,11/04/2012,1730000,R,RESIDENCE,2012
2165,436.3,11/11/2012,11/11/2012,250000,V,VACANT LAND,2012
2137,,04/11/2012,12/09/2012,523800,R,RESIDENCE,2012
2229,1402.6,10/12/2012,12/09/2012,2650000,R,RESIDENCE,2012
2234,763.5,11/01/2012,12/05/2012,690000,R,RESIDENCE,2012
2234,,12/12/2012,12/12/2012,445000,R,RESIDENCE,2012
2230,,11/04/2012,12/12/2012,356000,R,RESIDENCE,2012
2548,1179.0,11/10/2012,12/12/2012,355000,R,RESIDENCE,2012
2260,768.1,11/03/2012,12/09/2012,420000,R,RESIDENCE,2012
2250,4047.0,11/01/2012,12/12/2012,675000,R,RESIDENCE,2012
2250,4002.0,10/10/2012,11/04/2012,1400000,3,SHOP,2012
2250,6791.0,11/04/2012,12/01/2012,620000,R,RESIDENCE,2012
2251,1031.0,12/09/2012,12/09/2012,430000,R,RESIDENCE,2012
2107,1284.0,07/01/2012,06/01/2012,1650000,R,RESIDENCE,2012
2322,901.1,05/01/2012,06/12/2012,465000,R,RESIDENCE,2012
2323,350.1,05/11/2012,06/06/2012,304000,R,RESIDENCE,2012
2321,3.675,05/05/2012,06/04/2012,650000,R,RESIDENCE,2012
2318,812.6,05/10/2012,06/08/2012,425000,R,RESIDENCE,2012
2315,799.6,05/09/2012,06/06/2012,670000,R,RESIDENCE,2012
2318,1320.0,05/10/2012,06/12/2012,280000,R,RESIDENCE,2012
2319,632.2,05/07/2012,06/01/2012,219000,R,RESIDENCE,2012
2317,2178.0,06/12/2012,06/12/2012,300000,V,VACANT LAND,2012
2090,,05/04/2012,06/06/2012,782500,R,RESIDENCE,2012
2089,,06/06/2012,06/06/2012,180000,3,OFFICE,2012
2089,,05/03/2012,06/05/2012,495000,R,RESIDENCE,2012
2216,,12/07/2012,02/05/2012,357000,R,RESIDENCE,2012
2216,479.56,03/07/2012,06/07/2012,822000,R,RESIDENCE,2012
2717,796.7,04/11/2012,06/01/2012,105000,R,RESIDENCE,2012
2738,2087.0,05/10/2012,06/12/2012,155000,V,VACANT LAND,2012
2480,758.8,05/01/2012,06/04/2012,320000,R,RESIDENCE,2012
2480,594.3,05/04/2012,06/01/2012,310000,R,RESIDENCE,2012
2570,,05/11/2012,06/01/2012,410000,3,SHOP,2012
2557,375.0,11/10/2012,06/01/2012,199000,V,VACANT LAND,2012
2570,861.0,04/01/2012,06/08/2012,385000,V,VACANT LAND,2012
2570,840.0,03/10/2012,06/08/2012,375000,V,VACANT LAND,2012
2557,503.4,05/02/2012,06/08/2012,240000,V,VACANT LAND,2012
2570,450.0,05/10/2012,06/07/2012,205000,V,VACANT LAND,2012
2529,600.0,04/02/2012,06/08/2012,668000,R,RESIDENCE,2012
2756,550.1,05/11/2012,07/02/2012,435000,R,RESIDENCE,2012
2350,619.7,05/10/2012,06/07/2012,175000,R,RESIDENCE,2012
2350,2.743,05/04/2012,06/08/2012,690000,R,RESIDENCE,2012
2571,,05/07/2012,05/11/2012,180000,R,RESIDENCE,2012
2574,976.8,05/08/2012,06/12/2012,345000,R,RESIDENCE,2012
2752,480.6,05/07/2012,06/12/2012,200000,R,RESIDENCE,2012
2800,1163.0,05/10/2012,06/07/2012,410000,R,RESIDENCE,2012
2800,758.8,04/03/2012,06/12/2012,433000,R,RESIDENCE,2012
2800,569.4,02/10/2012,03/09/2012,125000,3,HOUSE,2012
2870,1784.0,05/04/2012,05/11/2012,126000,V,VACANT LAND,2012
2770,600.7,05/03/2012,06/07/2012,239000,R,RESIDENCE,2012
2769,379.9,12/05/2012,06/05/2012,637000,V,VACANT LAND,2012
2770,663.9,05/08/2012,06/05/2012,245000,R,RESIDENCE,2012
2763,300.0,05/12/2012,06/12/2012,396000,R,RESIDENCE,2012
2500,2641.0,05/04/2012,06/07/2012,1275000,R,RESIDENCE,2012
2500,,05/04/2012,06/01/2012,725000,3,HOME UNIT,2012
2500,,05/01/2012,06/07/2012,339000,R,RESIDENCE,2012
2505,695.6,04/03/2012,05/04/2012,352000,R,RESIDENCE,2012
2423,40.18,05/01/2012,06/04/2012,220000,V,VACANT LAND,2012
2428,617.1,05/04/2012,06/12/2012,425000,R,RESIDENCE,2012
2066,,06/12/2012,07/02/2012,880000,R,RESIDENCE,2012
2287,,03/09/2012,06/08/2012,345950,R,RESIDENCE,2012
2287,461.6,05/08/2012,06/12/2012,355000,3,HOUSE,2012
2292,404.7,05/07/2012,06/08/2012,419000,R,RESIDENCE,2012
2293,245.0,06/05/2012,06/08/2012,280000,R,RESIDENCE,2012
2287,4387.0,06/01/2012,06/01/2012,400000,R,RESIDENCE,2012
2300,,05/11/2012,06/07/2012,425000,R,RESIDENCE,2012
2300,455.3,05/05/2012,06/08/2012,1750000,R,RESIDENCE,2012
2300,,05/08/2012,06/12/2012,470000,R,RESIDENCE,2012
2112,673.61,04/12/2012,07/02/2012,1375000,R,RESIDENCE,2012
2112,,03/05/2012,06/12/2012,625000,R,RESIDENCE,2012
2594,619.7,05/11/2012,06/08/2012,170000,R,RESIDENCE,2012
2218,635.95,05/07/2012,07/02/2012,823000,R,RESIDENCE,2012
2795,373.1,05/04/2012,06/04/2012,315000,R,RESIDENCE,2012
2795,4000.0,05/04/2012,06/08/2012,230000,V,VACANT LAND,2012
2795,839.5,05/01/2012,06/05/2012,130000,V,VACANT LAND,2012
2337,9510.0,05/02/2012,06/08/2012,230000,R,RESIDENCE,2012
2170,,06/01/2012,06/01/2012,107500,R,RESIDENCE,2012
2170,,05/11/2012,06/07/2012,255000,R,RESIDENCE,2012
2170,,05/03/2012,06/05/2012,340000,3,COMMERCIAL UN,2012
2171,492.1,06/05/2012,06/05/2012,510000,R,RESIDENCE,2012
2171,435.2,04/04/2012,06/04/2012,345000,V,VACANT LAND,2012
2340,620.4,04/03/2012,06/07/2012,145000,R,RESIDENCE,2012
2710,733.5,05/09/2012,06/06/2012,135500,R,RESIDENCE,2012
2034,,05/02/2012,05/02/2012,332000,3,SHOP,2012
2031,,05/09/2012,05/09/2012,350000,R,RESIDENCE,2012
2026,,06/06/2012,06/06/2012,437500,R,RESIDENCE,2012
2024,297.2,04/04/2012,06/01/2012,1750000,R,RESIDENCE,2012
2731,207.0,10/08/2012,12/12/2012,123500,3,MARINA BERTH,2012
2454,2.0,05/10/2012,06/08/2012,306250,R,RESIDENCE,2012
2590,551.302,03/12/2012,03/12/2012,3575000,V,VACANT LAND,2012
2456,531.1,04/02/2012,05/07/2012,280000,3,HOUSE,2012
2582,625.9,05/01/2012,06/08/2012,465000,R,RESIDENCE,2012
2581,167.16,11/11/2012,05/11/2012,445000,V,VACANT LAND,2012
2620,100.72,05/01/2012,06/12/2012,550000,R,RESIDENCE,2012
2534,720.8,05/04/2012,06/05/2012,1075000,R,RESIDENCE,2012
2472,39.34,05/10/2012,05/11/2012,550000,3,FARM,2012
2228,575.4,04/05/2012,06/06/2012,715000,R,RESIDENCE,2012
2229,,05/02/2012,06/06/2012,665000,3,TOWNHOUSE,2012
2230,558.0,03/09/2012,06/01/2012,820000,V,VACANT LAND,2012
2230,586.6,09/03/2012,06/01/2012,790000,V,VACANT LAND,2012
2232,,05/11/2012,06/08/2012,460000,R,RESIDENCE,2012
2549,2.577,05/10/2012,06/12/2012,175000,V,VACANT LAND,2012
2546,850.0,04/03/2012,05/08/2012,265000,V,VACANT LAND,2012
2251,,04/05/2012,05/01/2012,675000,R,RESIDENCE,2012
2251,922.7,03/01/2012,06/05/2012,625000,R,RESIDENCE,2012
2250,1.0,06/12/2012,06/12/2012,192500,R,RESIDENCE,2012
2250,,03/12/2012,06/04/2012,319000,3,OFFICE,2012
2665,228.216,03/12/2012,04/02/2012,293193,3,FARMLAND,2012
2135,376.0,03/02/2012,05/10/2012,1400000,R,RESIDENCE,2012
2138,,01/11/2012,05/07/2012,596000,R,RESIDENCE,2012
2046,121.7,05/01/2012,06/01/2012,590000,R,RESIDENCE,2012
2164,,04/05/2012,06/01/2012,400000,3,COMMERCIAL,2012
2165,,04/12/2012,06/08/2012,272000,R,RESIDENCE,2012
2165,766.42,03/07/2012,04/05/2012,815000,R,RESIDENCE,2012
2132,252.0,05/05/2012,07/02/2012,840500,R,RESIDENCE,2012
2010,,06/01/2012,06/01/2012,300000,R,RESIDENCE,2012
2016,,04/11/2012,07/02/2012,795000,3,HOME UNIT,2012
2016,,04/11/2012,07/02/2012,455000,3,HOME UNIT,2012
2705,5998.0,05/08/2012,06/08/2012,153600,V,VACANT LAND,2012
2153,,03/12/2012,04/02/2012,478500,3,COMMERICAL,2012
2155,467.3,05/10/2012,05/10/2012,653000,R,RESIDENCE,2012
2153,702.7,04/05/2012,04/05/2012,450000,3,VET SURGERY,2012
2382,132.332,04/12/2012,05/10/2012,379210,R,RESIDENCE,2012
