post_code,area,contract_date,settlement_date,purchase_price,nature_of_property,primary_purpose,year
2529,530.3,03/03/2023,05/04/2023,1195000,R,RESIDENCE,2023
2528,556.4,03/07/2023,05/02/2023,700000,R,RESIDENCE,2023
2527,1.591,04/03/2023,05/01/2023,11000000,3,WAREHOUSE,2023
2528,,03/10/2023,05/04/2023,670000,R,RESIDENCE,2023
2529,682.9,02/03/2023,05/02/2023,1215000,R,RESIDENCE,2023
2527,120.0,04/03/2023,05/01/2023,649000,R,RESIDENCE,2023
2540,756.1,03/09/2023,05/04/2023,445000,R,RESIDENCE,2023
2539,932.8,03/09/2023,05/03/2023,760000,R,RESIDENCE,2023
2540,626.0,02/07/2023,05/02/2023,661000,R,RESIDENCE,2023
2540,645.0,03/09/2023,05/04/2023,645000,R,RESIDENCE,2023
2540,695.6,04/06/2023,05/04/2023,1375000,R,RESIDENCE,2023
2540,695.6,03/08/2023,05/02/2023,650000,R,RESIDENCE,2023
2577,,04/04/2023,05/02/2023,450000,R,RESIDENCE,2023
2576,7457.0,02/03/2023,05/03/2023,3500000,R,RESIDENCE,2023
2575,1050.0,03/01/2023,05/03/2023,893500,R,RESIDENCE,2023
2577,1.55,12/07/2023,03/08/2023,500000,V,VACANT LAND,2023
2575,30.94,05/03/2023,05/03/2023,700000,V,VACANT LAND,2023
2577,40.01,02/02/2023,05/01/2023,9000000,R,RESIDENCE,2023
2500,559.1,03/02/2023,05/01/2023,1200000,R,RESIDENCE,2023
2508,754.0,03/06/2023,05/02/2023,900000,R,RESIDENCE,2023
2506,613.4,12/08/2023,05/03/2023,585000,R,RESIDENCE,2023
2526,207.0,05/01/2023,05/04/2023,442500,3,COMMERCIAL,2023
2526,202.0,05/01/2023,05/04/2023,442500,3,COMMERCIAL,2023
2515,230.9,02/10/2023,05/03/2023,2750000,R,RESIDENCE,2023
2798,42.69,04/04/2023,05/02/2023,1750000,3,FARM,2023
2804,7729.0,04/04/2023,05/02/2023,505000,R,RESIDENCE,2023
2870,893.8,09/10/2023,05/03/2023,148000,V,VACANT LAND,2023
2799,714.5,04/11/2023,05/02/2023,425000,R,RESIDENCE,2023
2800,796.7,04/06/2023,05/04/2023,700000,R,RESIDENCE,2023
2800,600.7,04/05/2023,05/03/2023,487000,R,RESIDENCE,2023
2800,915.3,04/05/2023,05/03/2023,620000,R,RESIDENCE,2023
2800,183.0,05/01/2023,05/03/2023,212500,R,RESIDENCE,2023
2134,126.0,05/02/2023,05/04/2023,830000,R,RESIDENCE,2023
2134,,03/04/2023,05/01/2023,580000,R,RESIDENCE,2023
2134,,05/01/2023,05/01/2023,828800,R,RESIDENCE,2023
2134,105.0,04/11/2023,05/02/2023,1120000,R,RESIDENCE,2023
2138,,03/09/2023,05/02/2023,1410000,R,RESIDENCE,2023
2137,,03/09/2023,05/02/2023,895000,R,RESIDENCE,2023
2138,,03/03/2023,05/03/2023,720000,R,RESIDENCE,2023
2047,,02/04/2023,05/04/2023,990000,R,RESIDENCE,2023
2046,566.0,12/12/2023,05/02/2023,2900000,R,RESIDENCE,2023
2046,461.6,03/06/2023,05/01/2023,2100000,R,RESIDENCE,2023
2138,,03/09/2023,05/01/2023,960000,R,RESIDENCE,2023
2135,,04/01/2023,05/01/2023,692500,R,RESIDENCE,2023
2135,739.8,03/04/2023,05/01/2023,3355000,R,RESIDENCE,2023
2135,739.8,03/11/2023,05/02/2023,5030000,R,RESIDENCE,2023
2232,619.7,04/06/2023,05/04/2023,1680000,R,RESIDENCE,2023
2227,,05/02/2023,05/02/2023,375000,R,RESIDENCE,2023
2226,1094.0,02/08/2023,05/03/2023,2050000,R,RESIDENCE,2023
2230,892.0,03/03/2023,05/02/2023,2100000,R,RESIDENCE,2023
2233,,05/03/2023,05/03/2023,830000,R,RESIDENCE,2023
2228,,02/08/2023,05/03/2023,1160000,R,RESIDENCE,2023
2233,557.8,02/10/2023,05/01/2023,1500000,R,RESIDENCE,2023
2232,,04/03/2023,05/01/2023,635000,R,RESIDENCE,2023
2233,,03/03/2023,05/01/2023,670000,R,RESIDENCE,2023
2230,183.4,11/02/2023,05/03/2023,3575000,R,RESIDENCE,2023
2232,197.0,04/05/2023,05/03/2023,1100000,R,RESIDENCE,2023
2233,619.7,02/09/2023,05/01/2023,1100000,R,RESIDENCE,2023
2228,,02/07/2023,05/03/2023,1705000,R,RESIDENCE,2023
2478,433.8,04/05/2023,05/03/2023,690000,R,RESIDENCE,2023
2478,113.0,04/03/2023,05/01/2023,600000,R,RESIDENCE,2023
2477,1049.0,04/06/2023,05/04/2023,910000,R,RESIDENCE,2023
2478,307.0,04/06/2023,05/04/2023,717000,R,RESIDENCE,2023
2454,9252.0,04/06/2023,05/04/2023,455000,V,VACANT LAND,2023
2482,12.09,04/06/2023,05/04/2023,850000,R,RESIDENCE,2023
2483,862.8,03/07/2023,05/02/2023,1300000,R,RESIDENCE,2023
2483,664.0,03/07/2023,05/02/2023,1910000,R,RESIDENCE,2023
2481,432.0,04/06/2023,05/01/2023,2500000,V,VACANT LAND,2023
2482,603.0,03/08/2023,05/03/2023,1185000,R,RESIDENCE,2023
2471,10.01,04/06/2023,05/04/2023,465000,R,RESIDENCE,2023
2470,600.1,04/06/2023,05/04/2023,643000,R,RESIDENCE,2023
2450,4489.0,04/06/2023,05/04/2023,1060000,R,RESIDENCE,2023
2452,838.5,04/04/2023,05/02/2023,715000,R,RESIDENCE,2023
2450,4047.0,04/06/2023,05/04/2023,880000,R,RESIDENCE,2023
2452,,04/04/2023,05/02/2023,660000,3,COMMERCIAL,2023
2440,678.49,04/12/2023,05/03/2023,425000,R,RESIDENCE,2023
2440,604.4,03/09/2023,05/03/2023,620000,R,RESIDENCE,2023
2431,679.3,03/01/2023,05/03/2023,525000,V,VACANT LAND,2023
2474,4287.0,04/04/2023,05/04/2023,450000,R,RESIDENCE,2023
2480,725.8,04/11/2023,05/01/2023,700000,R,RESIDENCE,2023
2480,1010.41,04/05/2023,05/03/2023,205000,R,RESIDENCE,2023
2480,1.77,04/04/2023,05/02/2023,640000,R,RESIDENCE,2023
2480,613.08,04/05/2023,05/03/2023,640000,R,RESIDENCE,2023
2480,796.7,02/01/2023,05/02/2023,692500,R,RESIDENCE,2023
2480,455.3,04/04/2023,05/03/2023,132000,V,VACANT LAND,2023
2480,610.7,04/06/2023,05/03/2023,760000,R,RESIDENCE,2023
2489,711.8,03/03/2023,05/04/2023,1200000,R,RESIDENCE,2023
2487,600.0,03/03/2023,05/01/2023,3400000,R,RESIDENCE,2023
2485,,04/04/2023,05/04/2023,425000,R,RESIDENCE,2023
2486,465.0,04/03/2023,05/03/2023,885000,R,RESIDENCE,2023
2486,2023.0,04/01/2023,05/01/2023,1000000,R,RESIDENCE,2023
2489,703.6,04/04/2023,05/04/2023,1250000,R,RESIDENCE,2023
2484,1808.0,02/03/2023,03/08/2023,1950000,R,RESIDENCE,2023
2487,541.0,03/03/2023,05/02/2023,1660000,R,RESIDENCE,2023
2487,380.0,02/02/2023,05/03/2023,1400000,R,RESIDENCE,2023
2380,645.0,04/08/2023,05/01/2023,290000,R,RESIDENCE,2023
2380,4300.0,04/05/2023,05/03/2023,390000,R,RESIDENCE,2023
2380,973.7,04/06/2023,05/01/2023,400000,R,RESIDENCE,2023
2403,954.8,04/03/2023,05/01/2023,315000,R,RESIDENCE,2023
2360,967.5,03/09/2023,05/01/2023,242500,R,RESIDENCE,2023
2400,1070.0,03/02/2023,04/03/2023,115000,R,RESIDENCE,2023
2035,341.4,12/10/2023,05/03/2023,2650000,R,RESIDENCE,2023
2034,239.0,02/09/2023,05/01/2023,2587000,R,RESIDENCE,2023
2031,109.0,02/01/2023,05/02/2023,1110000,R,RESIDENCE,2023
2035,303.5,03/02/2023,05/02/2023,2075000,R,RESIDENCE,2023
2033,,04/05/2023,05/04/2023,785000,R,RESIDENCE,2023
2034,29.6,02/09/2023,05/04/2023,3950000,R,RESIDENCE,2023
2031,,03/07/2023,05/02/2023,1600000,R,RESIDENCE,2023
2031,,03/09/2023,05/04/2023,1525000,R,RESIDENCE,2023
2026,71.0,03/06/2023,05/01/2023,950000,3,COMMERCIAL,2023
2026,,04/06/2023,05/04/2023,1710000,R,RESIDENCE,2023
2024,,02/02/2023,05/01/2023,3150000,R,RESIDENCE,2023
2024,518.5,02/06/2023,05/01/2023,5800000,R,RESIDENCE,2023
2024,133.0,08/04/2023,05/04/2023,1700000,R,RESIDENCE,2023
2024,90.0,11/04/2023,05/04/2023,1580000,R,RESIDENCE,2023
2024,90.0,09/02/2023,05/04/2023,1495000,R,RESIDENCE,2023
2024,167.0,09/09/2023,05/04/2023,1545000,R,RESIDENCE,2023
2022,112.0,01/09/2023,05/02/2023,1995000,R,RESIDENCE,2023
2021,97.3,03/07/2023,05/02/2023,3150000,R,RESIDENCE,2023
2029,82.7,04/12/2023,05/03/2023,1260000,R,RESIDENCE,2023
2023,76.0,04/06/2023,05/04/2023,930000,R,RESIDENCE,2023
2023,,02/03/2023,05/04/2023,1800000,R,RESIDENCE,2023
2029,210.0,04/06/2023,05/02/2023,1600000,R,RESIDENCE,2023
2148,196.0,04/12/2023,05/03/2023,650000,3,COMMERCIAL,2023
2155,,04/11/2023,05/03/2023,813000,R,RESIDENCE,2023
2762,259.1,04/01/2023,05/01/2023,1000000,R,RESIDENCE,2023
2763,536.2,04/02/2023,05/01/2023,1115000,R,RESIDENCE,2023
2761,393.1,04/04/2023,05/03/2023,845500,R,RESIDENCE,2023
2147,556.4,03/08/2023,05/02/2023,965000,R,RESIDENCE,2023
2147,556.4,03/09/2023,05/04/2023,1150000,R,RESIDENCE,2023
2762,483.5,03/05/2023,05/04/2023,1085000,R,RESIDENCE,2023
2148,905.2,03/04/2023,05/01/2023,886666,R,RESIDENCE,2023
2147,556.4,02/04/2023,05/04/2023,1000000,R,RESIDENCE,2023
2761,450.0,03/12/2023,05/01/2023,980000,R,RESIDENCE,2023
2147,548.5,04/03/2023,05/01/2023,1010000,R,RESIDENCE,2023
2761,555.0,03/02/2023,05/04/2023,1050000,R,RESIDENCE,2023
2770,638.6,05/01/2023,05/01/2023,807000,R,RESIDENCE,2023
2147,600.7,03/04/2023,05/01/2023,980000,R,RESIDENCE,2023
2148,557.7,03/01/2023,05/01/2023,905000,R,RESIDENCE,2023
2761,580.9,04/04/2023,05/02/2023,701000,R,RESIDENCE,2023
2770,626.0,03/04/2023,05/03/2023,805000,R,RESIDENCE,2023
2148,,04/01/2023,05/01/2023,720000,R,RESIDENCE,2023
2148,714.5,02/07/2023,05/02/2023,825000,R,RESIDENCE,2023
2147,695.6,04/04/2023,05/02/2023,1404000,R,RESIDENCE,2023
2148,,03/01/2023,05/03/2023,580000,R,RESIDENCE,2023
2770,600.7,04/02/2023,05/01/2023,676000,R,RESIDENCE,2023
2765,1841.9,04/04/2023,05/03/2023,2970000,V,VACANT LAND,2023
2763,,03/07/2023,05/02/2023,785000,R,RESIDENCE,2023
2767,261.7,03/04/2023,05/03/2023,770000,R,RESIDENCE,2023
2761,450.0,03/03/2023,05/02/2023,1030000,R,RESIDENCE,2023
2148,104.0,03/10/2023,05/01/2023,570000,R,RESIDENCE,2023
2155,,10/06/2023,05/04/2023,715000,V,VACANT LAND,2023
2155,,10/06/2023,05/04/2023,715000,V,VACANT LAND,2023
2155,,10/05/2023,05/04/2023,715000,R,RESIDENCE,2023
2155,,10/11/2023,05/04/2023,715000,V,VACANT LAND,2023
2155,,10/08/2023,05/02/2023,715000,V,VACANT LAND,2023
2155,,10/01/2023,05/04/2023,715000,V,VACANT LAND,2023
2765,822.4,05/04/2023,05/04/2023,1119610,R,RESIDENCE,2023
2155,,05/04/2023,05/04/2023,850000,R,RESIDENCE,2023
2155,,08/06/2023,05/04/2023,850000,V,VACANT LAND,2023
2155,,07/08/2023,05/04/2023,715000,R,RESIDENCE,2023
2155,,10/08/2023,05/04/2023,715000,R,RESIDENCE,2023
2155,,08/11/2023,05/04/2023,715000,V,VACANT LAND,2023
2155,,07/09/2023,05/04/2023,715000,R,RESIDENCE,2023
2155,,07/07/2023,05/04/2023,715000,R,RESIDENCE,2023
2765,389.2,02/05/2023,05/01/2023,1220000,R,RESIDENCE,2023
2148,103.0,03/06/2023,05/01/2023,425000,R,RESIDENCE,2023
2762,450.1,04/04/2023,05/02/2023,1310000,R,RESIDENCE,2023
2762,252.0,03/06/2023,05/04/2023,935000,R,RESIDENCE,2023
2765,229.9,03/08/2023,05/01/2023,960000,R,RESIDENCE,2023
2762,119.0,03/07/2023,05/01/2023,595000,R,RESIDENCE,2023
2769,333.3,04/03/2023,05/01/2023,1260000,R,RESIDENCE,2023
2769,300.0,04/03/2023,05/01/2023,1200000,R,RESIDENCE,2023
2762,300.0,03/03/2023,05/02/2023,1073000,R,RESIDENCE,2023
2785,1901.0,03/09/2023,05/04/2023,1325000,R,RESIDENCE,2023
2784,239.0,04/03/2023,05/02/2023,600000,R,RESIDENCE,2023
2782,607.0,04/06/2023,05/04/2023,730000,R,RESIDENCE,2023
2786,1.152,04/03/2023,05/04/2023,1100000,R,RESIDENCE,2023
2780,379.4,04/11/2023,05/01/2023,660000,R,RESIDENCE,2023
2777,726.7,03/09/2023,05/02/2023,680000,R,RESIDENCE,2023
2777,765.1,04/04/2023,05/03/2023,890000,R,RESIDENCE,2023
2785,1200.0,03/03/2023,05/02/2023,615000,V,VACANT LAND,2023
2567,204.0,05/03/2023,05/03/2023,820000,3,COMMERCIAL,2023
2567,668.0,04/03/2023,05/01/2023,870000,R,RESIDENCE,2023
2570,,03/09/2023,05/04/2023,488000,R,RESIDENCE,2023
2557,300.0,04/03/2023,05/01/2023,1035000,R,RESIDENCE,2023
2557,453.0,03/02/2023,05/01/2023,725000,V,VACANT LAND,2023
2570,,12/01/2023,05/04/2023,339500,R,RESIDENCE,2023
2570,,12/03/2023,05/04/2023,339500,R,RESIDENCE,2023
2570,,05/05/2023,05/02/2023,533400,R,RESIDENCE,2023
2570,,12/05/2023,05/02/2023,365000,R,RESIDENCE,2023
2570,,04/11/2023,05/01/2023,436000,V,VACANT LAND,2023
2570,615.6,03/10/2023,05/01/2023,1220000,R,RESIDENCE,2023
2570,375.0,04/12/2023,05/02/2023,990000,R,RESIDENCE,2023
2565,227.3,03/09/2023,05/01/2023,860000,R,RESIDENCE,2023
2565,638.6,02/07/2023,05/02/2023,860000,R,RESIDENCE,2023
2560,625.1,04/04/2023,05/04/2023,790000,R,RESIDENCE,2023
2558,724.7,03/03/2023,05/01/2023,878000,R,RESIDENCE,2023
2560,,03/07/2023,05/02/2023,577500,R,RESIDENCE,2023
2560,575.4,04/04/2023,05/02/2023,720000,R,RESIDENCE,2023
2560,607.9,03/06/2023,05/01/2023,825000,R,RESIDENCE,2023
2560,404.7,04/05/2023,05/02/2023,600000,R,RESIDENCE,2023
2565,503.2,03/08/2023,05/04/2023,930000,R,RESIDENCE,2023
2560,562.8,03/03/2023,05/03/2023,680000,R,RESIDENCE,2023
2560,607.0,02/06/2023,05/01/2023,1050000,R,RESIDENCE,2023
2566,,02/07/2023,05/02/2023,590000,R,RESIDENCE,2023
2560,,04/05/2023,05/03/2023,675000,R,RESIDENCE,2023
2565,129.0,03/09/2023,05/03/2023,525000,R,RESIDENCE,2023
2560,348.1,04/03/2023,05/03/2023,835000,R,RESIDENCE,2023
2754,,04/08/2023,05/04/2023,710000,R,RESIDENCE,2023
2756,,03/07/2023,05/01/2023,640000,R,RESIDENCE,2023
2756,516.0,03/09/2023,05/04/2023,840000,R,RESIDENCE,2023
2756,688.5,04/04/2023,05/01/2023,750000,3,COMMERCIAL,2023
2756,537.5,04/03/2023,05/03/2023,490000,R,RESIDENCE,2023
2756,550.0,02/07/2023,05/02/2023,890000,R,RESIDENCE,2023
2754,828.3,07/05/2023,05/01/2023,780000,V,VACANT LAND,2023
2754,820.7,10/01/2023,05/03/2023,960000,V,VACANT LAND,2023
2754,704.5,11/05/2023,05/02/2023,849000,V,VACANT LAND,2023
2765,369.6,11/09/2023,05/01/2023,735000,R,RESIDENCE,2023
2754,827.6,11/08/2023,05/04/2023,849000,R,RESIDENCE,2023
2754,876.1,10/01/2023,05/04/2023,760000,V,VACANT LAND,2023
2754,890.6,08/09/2023,05/04/2023,760000,R,RESIDENCE,2023
2754,786.7,11/09/2023,05/04/2023,740000,R,RESIDENCE,2023
2754,786.8,11/09/2023,05/04/2023,740000,R,RESIDENCE,2023
2754,616.5,09/02/2023,05/04/2023,745000,V,VACANT LAND,2023
2754,606.0,10/01/2023,05/04/2023,745000,V,VACANT LAND,2023
2754,550.4,05/12/2023,05/04/2023,620000,R,RESIDENCE,2023
2754,550.4,05/12/2023,05/04/2023,620000,R,RESIDENCE,2023
2754,586.9,05/10/2023,05/04/2023,600000,V,VACANT LAND,2023
2754,586.9,12/01/2023,05/04/2023,641000,V,VACANT LAND,2023
2754,586.0,05/12/2023,05/04/2023,620000,V,VACANT LAND,2023
2754,600.3,09/07/2023,05/04/2023,610000,V,VACANT LAND,2023
2754,611.7,05/12/2023,05/04/2023,610000,R,RESIDENCE,2023
2754,613.1,05/12/2023,05/04/2023,620000,V,VACANT LAND,2023
2754,689.6,05/12/2023,05/04/2023,670000,R,RESIDENCE,2023
2775,822.0,03/07/2023,05/04/2023,300000,R,RESIDENCE,2023
2165,727.2,03/04/2023,05/01/2023,860000,R,RESIDENCE,2023
2176,550.1,03/10/2023,05/01/2023,880000,R,RESIDENCE,2023
2176,558.3,03/03/2023,05/03/2023,377000,R,RESIDENCE,2023
2164,562.8,03/04/2023,05/02/2023,1120000,R,RESIDENCE,2023
2164,,04/06/2023,05/04/2023,900000,3,COMMERCIAL,2023
2177,552.4,04/02/2023,05/04/2023,1012000,R,RESIDENCE,2023
2166,607.0,03/07/2023,05/04/2023,1350000,R,RESIDENCE,2023
2166,,04/11/2023,05/02/2023,530000,R,RESIDENCE,2023
2177,139.0,07/06/2023,05/01/2023,700000,R,RESIDENCE,2023
2165,252.9,02/03/2023,03/07/2023,1000000,R,RESIDENCE,2023
2177,150.0,03/07/2023,05/01/2023,640000,R,RESIDENCE,2023
2177,160.9,08/03/2023,05/04/2023,800000,R,RESIDENCE,2023
2790,828.3,04/05/2023,05/03/2023,460000,R,RESIDENCE,2023
2170,602.7,02/07/2023,05/02/2023,1280000,R,RESIDENCE,2023
2170,562.8,03/08/2023,05/03/2023,810000,R,RESIDENCE,2023
2170,992.7,03/06/2023,05/01/2023,1300000,R,RESIDENCE,2023
2170,,03/07/2023,05/02/2023,490000,R,RESIDENCE,2023
2170,86.0,03/08/2023,05/02/2023,425000,R,RESIDENCE,2023
2170,,04/05/2023,05/03/2023,495000,R,RESIDENCE,2023
2179,345.7,04/04/2023,05/04/2023,590000,V,VACANT LAND,2023
2179,367.3,06/03/2023,05/04/2023,565000,V,VACANT LAND,2023
2179,,01/12/2023,05/03/2023,405000,V,VACANT LAND,2023
2179,,03/07/2023,05/02/2023,580000,V,VACANT LAND,2023
2179,300.0,06/09/2023,05/01/2023,530000,V,VACANT LAND,2023
2179,271.6,05/07/2023,05/02/2023,399000,V,VACANT LAND,2023
2179,415.0,02/06/2023,05/01/2023,695000,V,VACANT LAND,2023
2171,354.3,03/05/2023,05/02/2023,1150000,R,RESIDENCE,2023
2750,,04/04/2023,05/02/2023,455000,R,RESIDENCE,2023
2749,523.1,04/04/2023,05/03/2023,790000,R,RESIDENCE,2023
2750,,04/06/2023,05/01/2023,315000,R,RESIDENCE,2023
2745,435.0,04/03/2023,05/01/2023,825500,R,RESIDENCE,2023
2745,450.0,03/06/2023,05/01/2023,922000,R,RESIDENCE,2023
2750,,04/04/2023,05/02/2023,797500,3,FACTORY,2023
2748,7017.0,02/02/2023,05/02/2023,4300000,R,RESIDENCE,2023
2747,708.2,03/04/2023,05/01/2023,855000,R,RESIDENCE,2023
2747,613.3,04/04/2023,05/01/2023,1002000,R,RESIDENCE,2023
2745,801.4,03/08/2023,05/02/2023,980000,R,RESIDENCE,2023
2760,149.0,03/09/2023,05/02/2023,650000,R,RESIDENCE,2023
2573,450.4,03/03/2023,05/01/2023,425000,V,VACANT LAND,2023
2571,480.0,11/05/2023,05/02/2023,353000,R,RESIDENCE,2023
2571,600.0,04/12/2023,05/01/2023,1100000,R,RESIDENCE,2023
2571,760.9,02/09/2023,05/04/2023,1805000,R,RESIDENCE,2023
2715,2023.0,04/12/2023,05/01/2023,233333,R,RESIDENCE,2023
2825,5732.0,04/05/2023,05/03/2023,240000,R,RESIDENCE,2023
2880,1011.0,04/04/2023,05/04/2023,435000,R,RESIDENCE,2023
2828,1416.0,04/06/2023,05/04/2023,165000,R,RESIDENCE,2023
2390,942.2,04/03/2023,05/01/2023,395000,R,RESIDENCE,2023
2823,4046.0,04/04/2023,05/02/2023,375000,R,RESIDENCE,2023
2354,35.51,03/08/2023,05/01/2023,2850000,3,FARM,2023
2350,1469.0,02/03/2023,05/04/2023,693000,R,RESIDENCE,2023
2365,508.6,04/06/2023,05/02/2023,370000,R,RESIDENCE,2023
2190,,03/08/2023,05/03/2023,625000,R,RESIDENCE,2023
2213,556.4,04/06/2023,05/01/2023,475000,R,RESIDENCE,2023
2213,623.2,03/09/2023,05/04/2023,1139000,R,RESIDENCE,2023
2213,1252.0,02/04/2023,05/01/2023,1500000,R,RESIDENCE,2023
2200,,11/02/2023,02/02/2023,363000,3,COMMERCIAL,2023
2200,474.3,03/02/2023,05/04/2023,1000000,R,RESIDENCE,2023
2200,556.4,04/07/2023,05/04/2023,1050000,R,RESIDENCE,2023
2213,891.6,03/08/2023,05/03/2023,1455000,R,RESIDENCE,2023
2162,556.4,03/05/2023,05/03/2023,820575,R,RESIDENCE,2023
2212,551.96,02/04/2023,05/01/2023,1390000,R,RESIDENCE,2023
2190,336.7,03/04/2023,05/03/2023,940000,R,RESIDENCE,2023
2212,315.3,04/04/2023,05/02/2023,1088000,R,RESIDENCE,2023
2211,594.4,12/06/2023,05/03/2023,2050000,R,RESIDENCE,2023
2211,619.7,12/06/2023,05/03/2023,2050000,R,RESIDENCE,2023
2212,313.0,02/11/2023,05/01/2023,1070000,R,RESIDENCE,2023
2195,,02/06/2023,05/03/2023,600000,R,RESIDENCE,2023
2197,892.49,02/04/2023,05/04/2023,1120000,R,RESIDENCE,2023
2198,645.0,02/01/2023,05/02/2023,1150000,R,RESIDENCE,2023
2162,626.4,03/04/2023,05/02/2023,931500,R,RESIDENCE,2023
2200,,04/01/2023,05/01/2023,377000,R,RESIDENCE,2023
2206,663.9,04/01/2023,05/01/2023,1550000,R,RESIDENCE,2023
2195,,04/04/2023,05/02/2023,380000,R,RESIDENCE,2023
2195,,04/04/2023,05/02/2023,380000,R,RESIDENCE,2023
2192,,03/08/2023,05/03/2023,425000,R,RESIDENCE,2023
2193,493.2,02/04/2023,05/01/2023,2365000,R,RESIDENCE,2023
2193,430.0,02/09/2023,05/01/2023,2060000,R,RESIDENCE,2023
2210,,04/05/2023,05/04/2023,1525000,R,RESIDENCE,2023
2194,,04/06/2023,05/01/2023,600000,3,COMMERCIAL,2023
2213,264.0,02/08/2023,05/04/2023,1150000,R,RESIDENCE,2023
2261,,02/03/2023,05/04/2023,740000,R,RESIDENCE,2023
2258,499.8,04/11/2023,05/03/2023,700000,R,RESIDENCE,2023
2261,556.4,04/01/2023,05/01/2023,1290000,R,RESIDENCE,2023
2250,8.094,03/07/2023,05/02/2023,1600000,R,RESIDENCE,2023
2259,1.224,04/04/2023,05/01/2023,1705000,R,RESIDENCE,2023
2259,700.0,02/07/2023,05/03/2023,740000,R,RESIDENCE,2023
2261,663.9,01/07/2023,05/03/2023,1900000,R,RESIDENCE,2023
2259,512.2,04/05/2023,05/04/2023,750000,R,RESIDENCE,2023
2256,214.0,03/09/2023,05/01/2023,770000,R,RESIDENCE,2023
2256,777.8,03/02/2023,05/04/2023,1470000,R,RESIDENCE,2023
2250,,05/02/2023,05/04/2023,255000,R,RESIDENCE,2023
2251,752.5,03/08/2023,05/03/2023,1105000,R,RESIDENCE,2023
2257,619.7,03/03/2023,05/01/2023,1550000,R,RESIDENCE,2023
2257,1416.0,04/06/2023,05/04/2023,800000,R,RESIDENCE,2023
2250,518.5,03/07/2023,05/02/2023,815000,R,RESIDENCE,2023
2257,765.1,02/06/2023,05/01/2023,1120000,R,RESIDENCE,2023
2257,765.1,03/06/2023,05/01/2023,885000,R,RESIDENCE,2023
2251,1208.0,03/09/2023,05/04/2023,1410000,R,RESIDENCE,2023
2251,727.2,02/01/2023,05/01/2023,2850000,R,RESIDENCE,2023
2260,406.6,04/02/2023,05/01/2023,1010000,R,RESIDENCE,2023
2251,630.0,02/12/2023,05/01/2023,915000,R,RESIDENCE,2023
2256,426.7,03/02/2023,05/01/2023,715000,R,RESIDENCE,2023
2251,567.0,03/08/2023,05/02/2023,1040000,R,RESIDENCE,2023
2259,1.001,03/08/2023,05/01/2023,2175000,R,RESIDENCE,2023
2258,,04/11/2023,05/02/2023,725000,R,RESIDENCE,2023
2261,413.5,02/09/2023,05/01/2023,925000,R,RESIDENCE,2023
2260,874.7,10/05/2023,05/04/2023,3682250,3,COMMERCIAL,2023
2257,179.0,04/03/2023,05/01/2023,800000,R,RESIDENCE,2023
2250,178.0,01/11/2023,05/01/2023,960000,R,RESIDENCE,2023
2261,457.1,02/09/2023,05/04/2023,1300000,R,RESIDENCE,2023
2259,262.5,04/03/2023,05/01/2023,610000,R,RESIDENCE,2023
2142,732.47,02/11/2023,05/02/2023,1320000,R,RESIDENCE,2023
2117,682.9,02/10/2023,05/02/2023,1725000,R,RESIDENCE,2023
2145,581.7,03/08/2023,05/01/2023,900000,R,RESIDENCE,2023
2150,,02/03/2023,05/03/2023,480000,R,RESIDENCE,2023
2150,,02/03/2023,05/03/2023,480000,R,RESIDENCE,2023
2142,,03/10/2023,05/04/2023,227000,R,RESIDENCE,2023
2127,149.0,04/04/2023,05/01/2023,1098000,R,RESIDENCE,2023
2127,,04/06/2023,05/01/2023,780000,R,RESIDENCE,2023
2121,,04/06/2023,05/03/2023,1015000,R,RESIDENCE,2023
2145,1012.6,02/04/2023,05/01/2023,1750000,R,RESIDENCE,2023
2115,474.5,03/01/2023,05/03/2023,1275000,R,RESIDENCE,2023
2127,,03/06/2023,05/01/2023,760000,R,RESIDENCE,2023
2118,,04/05/2023,05/01/2023,626000,R,RESIDENCE,2023
2127,,04/04/2023,05/04/2023,770000,R,RESIDENCE,2023
2118,929.5,03/06/2023,05/01/2023,1690000,R,RESIDENCE,2023
2118,834.7,03/04/2023,05/01/2023,1650000,R,RESIDENCE,2023
2121,834.7,03/04/2023,05/03/2023,2900000,R,RESIDENCE,2023
2121,104.0,10/02/2023,05/04/2023,782900,R,RESIDENCE,2023
2121,102.0,12/03/2023,05/04/2023,828000,R,RESIDENCE,2023
2116,,11/04/2023,05/04/2023,1500000,R,RESIDENCE,2023
2121,62.0,02/10/2023,05/01/2023,695000,R,RESIDENCE,2023
2150,107.0,03/06/2023,05/02/2023,596000,R,RESIDENCE,2023
2150,,04/03/2023,05/01/2023,630000,R,RESIDENCE,2023
2115,,04/03/2023,05/01/2023,735000,R,RESIDENCE,2023
2141,114.0,04/04/2023,05/04/2023,783000,R,RESIDENCE,2023
2142,897.9,03/04/2023,05/01/2023,1103500,R,RESIDENCE,2023
2145,765.1,03/10/2023,05/02/2023,1335000,R,RESIDENCE,2023
2144,632.3,03/04/2023,05/01/2023,1170000,R,RESIDENCE,2023
2141,486.9,03/11/2023,05/01/2023,1130000,R,RESIDENCE,2023
2145,,03/11/2023,05/01/2023,440000,R,RESIDENCE,2023
2141,,04/05/2023,05/03/2023,695000,R,RESIDENCE,2023
2145,362.2,03/06/2023,05/01/2023,1270000,R,RESIDENCE,2023
